id,body_region,quality,severity,days_since_onset,context_notes,exercise_title,exercise_steps,education_prompt,risk_neuro,risk_recent_trauma,source,created_at
00083,upper_back,sharp,8,48,"better after a walk, feels tight then releases. Region: upper back, quality: sharp.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381717Z
00084,neck,cramping,8,40,"appears when I worry, pulses with breath. Region: neck, quality: cramping.",Neck soften and shoulder rolls,Roll shoulders back x5 then forward x5 | Ear toward shoulder 10–15s each side | Unclench jaw | Slow exhale while noticing ease,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381728Z
00085,shoulder,pressure,6,30,"worse after sitting long, eases with rest. Region: shoulder, quality: pressure.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,"Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.381738Z
00086,head,pulling,2,9,"worse after sitting long, spikes then fades. Region: head, quality: pulling.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.381747Z
00087,jaw,stiffness,5,22,"improves with gentle movement, feels tight then releases. Region: jaw, quality: stiffness.",Jaw and temple release,Tongue to palate | Let jaw hang slightly | Rub temples 20–30s | Exhale slowly and recheck sensation,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.381757Z
00088,chest,tightness,7,62,"after repetitive tasks, comes and goes. Region: chest, quality: tightness.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381766Z
00089,abdomen,stiffness,10,18,"worse after sitting long, eases with rest. Region: abdomen, quality: stiffness.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.381775Z
00090,hip,stiffness,4,30,"worse after sitting long, radiates a little. Region: hip, quality: stiffness.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",True,False,synthetic_prt_v2,2025-09-11T20:43:27.381783Z
00091,knee,shooting,7,10,"improves with gentle movement, stays in one spot. Region: knee, quality: shooting.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.381793Z
00092,ankle,sharp,4,11,"better when distracted, lingers most of the day. Region: ankle, quality: sharp.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381802Z
00093,foot,tightness,10,23,"better when distracted, spikes then fades. Region: foot, quality: tightness.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.381811Z
00094,wrist,electric,6,22,"more noticeable in the morning, feels tight then releases. Region: wrist, quality: electric.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381821Z
00095,elbow,pulling,8,4,"appears during heavy lifting, moves around. Region: elbow, quality: pulling.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381832Z
00096,hand,aching,8,4,"when I hurry, eases after stretching. Region: hand, quality: aching.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,True,synthetic_prt_v2,2025-09-11T20:43:27.381842Z
00097,lower_back,stiffness,8,14,"after studying for hours, comes and goes. Region: lower back, quality: stiffness.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,True,False,synthetic_prt_v2,2025-09-11T20:43:27.381850Z
00098,mid_back,stiffness,3,14,"after repetitive tasks, spikes then fades. Region: mid back, quality: stiffness.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.381859Z
00099,upper_back,stabbing,9,9,"worse after sitting long, eases with rest. Region: upper back, quality: stabbing.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381867Z
00100,neck,shooting,9,30,"appears when I worry, pulses with breath. Region: neck, quality: shooting.",Neck soften and shoulder rolls,Roll shoulders back x5 then forward x5 | Ear toward shoulder 10–15s each side | Unclench jaw | Slow exhale while noticing ease,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381878Z
00101,shoulder,tingling,7,5,"more noticeable in the morning, stays in one spot. Region: shoulder, quality: tingling.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381887Z
00102,head,burning,3,22,"appears when I worry, spikes then fades. Region: head, quality: burning.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381895Z
00103,jaw,sharp,6,22,"appears when I worry, eases after stretching. Region: jaw, quality: sharp.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,True,synthetic_prt_v2,2025-09-11T20:43:27.381904Z
00104,chest,electric,7,16,"when I hurry, spikes then fades. Region: chest, quality: electric.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381913Z
00105,abdomen,tightness,4,22,"after studying for hours, pulses with breath. Region: abdomen, quality: tightness.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381922Z
00106,hip,burning,4,19,"worse in cold weather, eases with rest. Region: hip, quality: burning.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381931Z
00107,knee,dull,7,35,"worse after screens, lingers most of the day. Region: knee, quality: dull.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381941Z
00108,ankle,sharp,1,18,"after repetitive tasks, stays in one spot. Region: ankle, quality: sharp.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381949Z
00109,foot,dull,5,9,"appears during heavy lifting, eases with rest. Region: foot, quality: dull.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.381958Z
00110,wrist,tightness,1,29,"worse after screens, eases with rest. Region: wrist, quality: tightness.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.381967Z
